Category,Count
perf/arm_pmuv3,1
configs/debug,1
cxl,1
cxl/core/regs,1
kernel/range,1
perf vendor events arm64,1
tools subcmd,1
drm/msm/a6xx,3
perf cap,1
drm/etnaviv: etnaviv_cmdbuf.c,1
drm/etnaviv: Drop the 'struct etnaviv_iommu_global,1
drm/etnaviv,15
tools headers arm64,1
dt-bindings: sram,1
media: mantis,1
media: vb2,2
media: v4l2-core,2
media: cx231xx,1
drm/bridge: tc358767,2
x86/mce/intel,1
x86/mce/mcelog,1
pinctrl: aspeed-g6,1
pinctrl: spacemit,2
x86/cpufeatures,3
docs: tmpfs,1
unicode,2
fs/writeback,1
ASoC: soc-devres,1
ASoC: cs42l51,1
drm/xe/hdcp,1
autofs,1
mmc: bcm2835,2
mmc: sdhci-pci-gli,4
cpufreq: Switch back to struct platform_driver,1
bareudp,1
riscv: KVM,1
riscv: perf,1
firewire: ohci,1
dt-bindings: crypto,1
platform/chrome: Switch back to struct platform_driver,1
RDMA/ipoib,1
media: samples,1
staging: media,1
media: common,1
media: rtl2832_sdr,1
media: video-i2c,1
media: usb,1
media: pci,1
media: test-drivers,1
drm/omap,1
media: vivid,1
kbuild: rust,1
Linux 6.12-rc5,1
pinctrl: samsung,1
soc: samsung,1
dt-bindings: hwinfo,1
x86_urgent_for_v6.12_rc5,1
platform-drivers-x86-v6.12-3,1
firewire-fixes-6.12-rc5,1
block-6.12-20241026,1
xfs-6.12-fixes-5,1
irqchip/gic-v4,1
drm/msm/gpu,1
dt-bindings: display/msm/gmu,1
genirq/irqdesc,1
genirq/msi,1
firewire: core,1
tools: arm64,1
nvme: core,1
Merge branch 'for-v6.13/clk-dt-bindings' into next/dt64,1
clk: samsung,3
Merge branch 'for-v6.13/clk-dt-bindings' into next/clk,1
sched: psi,1
sched/uclamp,1
9p-for-6.12-rc5,1
scx,2
cxl/test,1
cxl/port,4
cxl/acpi,1
wifi: ath12k,12
x86/amd,1
v6.12-rc4-smb3-client-fixes,1
fuse-fixes-6.12-rc5,1
nfsd-6.12-2,1
acpi-6.12-rc5,1
pm-6.12-rc5,1
firmware: ti_sci,5
pci-v6.12-fixes-1,1
fbdev-for-6.12-rc5,1
time,2
gpio-fixes-for-v6.12-rc5,1
ata-6.12-rc5,1
Merge branch 'kvm-no-struct-page' into HEAD,1
sound-6.12-rc5,1
drm-fixes-2024-10-25,1
accel/qaic,1
KVM: MIPS,4
KVM: LoongArch,4
KVM: RISC-V,3
KVM: guest_memfd,2
KVM: pfncache,1
cxl/events,1
x86/microcode/intel,1
"bpf, arm64",2
mac80211,2
"Revert ""wifi: iwlwifi",1
Merge branch 'pm-powercap',1
PM: QoS,1
Merge branches 'acpi-resource' and 'acpi-button',1
virtiofs,2
dt-bindings: mmc,5
platform/x86: eeepc-laptop,1
s390/netiucv,1
s390/vmur,1
s390/sclp_cpi,1
s390/sclp_ocf,1
s390/vmlogrdr,1
s390/tape,1
s390/dcssblk,1
s390/cio/scm,1
s390/cio/css,1
s390/cio/ccwgroup,1
s390/cio/cmf,1
s390/cio/device,1
s390/cio/chp,1
scsi: zfcp,1
s390/nospec,1
s390/perf_event,1
s390/kdump,1
soc: ti,2
Merge commit 'bf40167d54d5' into fixes,1
riscv: efi,1
RISC-V: ACPI,1
ASoC: rt1320,1
regulator: rtq2208,1
wireless-2024-10-21,1
pwm: imx27,2
pwm: axi-pwmgen,3
pwm/duty_offset-for-6.13-rc1,1
pwm: atmel-tcb,1
pwm: imx-tpm,1
renesas-r9a08g045-dt-binding-defs-tag2,1
peci: npcm,1
mfd: twl-core,1
pinctrl: renesas,1
ata: libata-scsi,6
cleanup,3
locking/osq_lock,1
power: sequencing,2
drm/meson,3
drm-xe-fixes-2024-10-24-1,1
"fgraph: Change the name of cpuhp state to ""fgraph",1
drm-misc-fixes-2024-10-24,1
net-6.12-rc5,1
hid-for-linus-20241024,1
firmware/psci,1
Documentation/gpu/amdgpu,1
amdgpu,1
drm-intel-fixes-2024-10-24,1
media: xilinx-tpg,1
gpu: drm,1
"Revert ""fs/9p",3
"Revert "" fs/9p",1
amd-drm-fixes-6.12-2024-10-23,1
loongarch-fixes-6.12-1,1
"Merge patch series ""riscv",1
riscv: hwprobe,1
riscv: selftests,1
"Merge patch series ""Prevent dynamic relocations in vDSO""",1
cxl/core,1
locking/rtmutex,1
probes-fixes-v6.12-rc4.2,1
for-6.12-rc4-tag,1
drm-intel-gt-next-2024-10-23,1
jfs-6.12-rc5,1
drm/bridge: dw-hdmi,1
drm/bridge: aux,1
drm/bridge: display-connector,1
drm/atomic,1
drm/display: bridge_connector,1
bcachefs-2024-10-22,1
"Revert ""9p",1
drm/xe/guc/ct,1
Merge branch 'share-user-memory-to-bpf-program-through-task-storage-map',1
arm64: tegra,4
Merge branch 'add-the-missing-bpf_link_type-invocation-for-sockmap',1
drm/tegra,1
"Revert ""firmware: tegra",1
rust: types,1
ACPI: pfr_telemetry,1
ACPI: PRM,2
thermal: core,33
selftests: tls,1
Merge branch 'phonet-convert-all-doit-and-dumpit-to-rcu',1
thermal/lib,1
tools arch x86,1
thermal: thresholds,1
tools/thermal/thermal-engine,1
thermal: netlink,1
ASoC: rt-sdw-common,1
ASoC: sun4i-codec,3
pidfd,1
afs,1
perf/cxlpmu,1
perf: imx_perf,1
dt-bindings: perf,1
Merge branch 'net-dsa-mv88e6xxx-fix-mv88e6393x-phc-frequency-on-internal-clock',1
hv_netvsc,1
for-net-2024-10-23,1
reset: mchp,4
misc,1
locking/rt,4
genirq/devres,1
ata: libata,1
ipsec-2024-10-22,1
gpio: mb86s7x,1
asoc-fix-v6.12-rc4,1
Merge branch 'fix-libbpf-s-bpf_object-and-bpf-subskel-interoperability',1
perf python,1
Documentation PCI,1
Merge branch 'fix-wmaybe-uninitialized-warnings-errors',1
resolve_btfids,1
spi: spi-fsl-dspi,1
selftest: rtc,1
clk: imx93,1
cgroup/freezer,2
drm/xe/oa/uapi,1
"EDAC/{skx_common,i10nm}",1
EDAC/skx_common,1
selftests/sched_ext,1
uprobe,3
drm/i915/pfit,7
drm/i915/panel,1
firmware: arm_sdei,1
"Revert ""kasan",1
EDAC/fsl_ddr,4
dt-bindings: memory,1
debugfs,1
wifi: mac80211_hwsim,1
tools headers UAPI,1
perf trace augmented_raw_syscalls,2
Merge branch 'net-pcs-xpcs-yet-more-cleanups',1
net: pcs,7
posix-clock: posix-clock,1
drm/i915/active,1
ASoC: soc-pcm,2
ASoC: soc-topology,1
ASoC: soc-compress,1
ASoC: samsung,1
ASoC: sof,1
regulator: doc,2
pinmux,1
pinctrl: imx-scmi,1
net/sched: act_api,2
virt: arm-cca-guest,1
efi: arm64,1
arm64: rsi,3
arm64: realm,1
Merge branch 'net-sysctl-allow-dump_cpumask-to-handle-higher-numbers-of-cpus',1
net: sysctl,3
tracing/probes,1
book3s64/hash,10
book3s64/radix,1
um: vdso,1
um: hostaudio,2
netdevsim: macsec,1
slub/kunit,1
powerpc/mm/fault,1
drm/panel: s6e3ha8,1
sumversion,1
microblaze,1
kfifo,1
dmaengine: loongson2-apb,1
ASoC: uniphier,1
net: mv643xx,1
Merge branch '20241011-sa8775p-mm-v4-resend-patches-v5-0-4a9f17dc683a@quicinc.com' into arm64-for-6.13,1
Merge branch '20241011-sa8775p-mm-v4-resend-patches-v5-0-4a9f17dc683a@quicinc.com' into clk-for-6.13,1
"Revert ""drm/amdkfd",1
drm/amdgpu/gfx9,1
"Revert ""drm/amdgpu/gfx9",1
drm/amdgpu/discovery,1
Merge branch 'Retire test_sock.c',1
spi: geni-qcom,1
seccomp,1
samples/landlock,3
Documentation: ABI,1
RAS/AMD/ATL,1
"perf record: Just use ""cycles",1
ASoC: fsl_micfil,1
EDAC/bluefield,1
selftests: livepatch,3
PCI: cpqphp,5
Merge branch 'for-6.13/block-atomic' into for-6.13/block,1
clk: imx95-blk-ctl,1
"Revert ""blk-throttle",1
block: sed-opal,1
Documentation: ublk,1
mmc: block,1
docs: block,1
ASoC: tegra,1
virtchnl,1
rust: miscdevice,1
Merge branch 'net-netconsole-refactoring-and-warning-fix',1
drm/imx: legacy-bridge,1
drm/imx: parallel-display,1
drm/mediatek: ovl,4
dt-bindings: pinctrl ,1
drm/i915/gvt,1
KMSAN,1
Merge branch 'selftests-net-introduce-deferred-commands',1
selftests: ETS,1
selftests: TBF,1
selftests: RED,1
pmdomain: mediatek,1
mlxsw: spectrum_router,1
arm64: preserve pt_regs,1
arm64/crc32,2
arm64/lib,1
nf-24-10-21,1
drm/i915/ddi,1
dt-bindings: interconnect,4
interconnect: qcom,6
drm/i915/gt,1
interconnect: Switch back to struct platform_driver,1
media: renesas,1
media: rzg2l-cru,22
acl,2
epoll,2
coredump,1
mm/page-writeback.c,2
fs/inode,1
fcntl,1
namespace,1
Merge branch 'rtnetlink-refactor-rtnl_-new-del-set-link-for-per-netns-rtnl',1
platform/x86/intel/pmc,3
platform/surface: aggregator_registry,1
platform/x86: intel_scu_ipc,5
platform/x86: dell-dcdbase,1
gpio: xgene-sb,4
eeprom: at24,1
dt-bindings: at24,1
perf tools: sched-pipe bench,1
riscv: sophgo,1
ARM: imx,1
9p,1
cpupower,1
x86/lam,1
Merge branch 'implement-mechanism-to-signal-other-threads',1
Realtek SPI-NAND controller,1
PCI/TPH,1
Merge branch 'selftests/bpf,1
cgroup/bpf,1
"Revert ""cgroup",1
phy: qcom,1
rust: kernel,1
rust: page,1
phy: lan969x-serdes,1
phy: sparx5-serdes,7
phy: bcm-ns-usb2,1
Documentation: iio,1
iio: addac,3
iio: pressure,3
probes-fixes-v6.12-rc4,1
phy: freescale,1
vfs-6.12-rc5.fixes,1
dt-bindings: dma,4
dmaengine,1
dmaengine: stm32-dma3,4
dmaengine: idxd,1
v6.12-p4,1
RDMA/cxgb4,1
rust: exports,1
Add Yanteng Si to .mailmap,1
x86/platform: Switch back to struct platform_driver,1
sched_getattr,1
uaccess,1
spi: mtk-snfi,1
platform/x86: dell-wmi,1
reiserfs,1
platform/x86:intel/pmc,1
soc: mediatek,5
power: Switch back to struct platform_driver,1
irqchip/gic-v3-its,1
ASoC: soc-utils,1
drm/bridge: sii902x,1
drm/bridge: ite-it66121,1
"Merge patch series ""fs/super.c",1
fs/super.c,1
ACPI: button,1
ASoC: rt722-sdca,1
Merge branch 'net-mlx5-refactor-esw-qos-to-support-generalized-operations',1
powercap: dtpm_devfreq,1
cpufreq: docs,1
drm/msm: mdss,1
dt-bindings: display/msm,7
drm/msm8998,1
platform/x86: classmate-laptop,1
mtd: Switch back to struct platform_driver,1
mtd: cfi_cmdset_0002,1
mtd: spinand,5
netfilter: xtables,1
Merge branch 'add-support-of-hibmcge-ethernet-driver',1
net: hibmcge,10
mtd: nand,2
mtd: hyperbus,1
fbdev: wm8505fb,1
Merge branch 'fsl-fman-fix-refcount-handling-of-fman-related-devices',1
net: sfp,1
"Revert ""fuse",1
drm/fbdev-dma,1
gpio: max730x,1
gpio: ftgpio010,1
gpio: 74x164,1
Merge 6.12-rc4 into usb-next,1
Merge 6.12-rc4 into tty-next,1
i915,1
Merge 6.12-rc4 into char-misc-next,1
v6.12-rc4,1
Linux 6.12-rc4,1
for-net-2024-10-16,1
pinctrl-v6.12-2,1
Merge branch 'msm-fixes' into msm-next,1
char-misc-6.12-rc4,1
tty-6.12-rc4,1
usb-6.12-rc4,1
x86_urgent_for_v6.12_rc4,1
irq_urgent_for_v6.12_rc4,1
sched_urgent_for_v6.12_rc4,1
for-linus-6.12a-rc4-tag,1
dma-mapping-6.12-2024-10-20,1
"Revert ""arm64: dts",1
kvmarm-fixes-6.12-3,1
kvmarm-fixes-6.12-2,1
RISCV: KVM,1
eth,1
drm/panic: avoid reimplementing Iterator,1
KVM: nSVM,1
x86/kvm,1
drm: panel,1
getname_maybe_null() - the third variant of pathname copy-in,1
"teach filename_lookup() to treat NULL filename as """"",1
io_uring-6.12-20241019,1
fs/block,1
block/fs,1
octeon_ep,2
net: plip,1
be2net,1
net/sun3_82586,1
net: pse-pd,1
modules,2
ftrace-v6.12-rc3,1
ipe-pr-20241018,1
renesas-pinctrl-for-v6.13-tag1,1
input-for-v6.12-rc3,1
perf vendor events amd,3
9p-for-6.12-rc4,1
rust-fixes-6.12-2,1
drm/fsl-dcu,2
drm/panel: simple,1
drm: fsl-dcu,2
drm/sprd,1
drm/panel: ili9322,1
drm/mediatek: dp,1
drm/bridge: dpc3433,1
iio: gts-helper,2
staging: vchiq_dev,1
iio-for-6.13a-take2,1
dt-bindings: imx-rng,1
crypto: drivers - Switch back to struct platform_driver,1
PCI: cpcihp,1
